subject_id,session_number,block_number,trial_number,trial_type,correct_response,previous_speed,current_speed,speed_sequence,transition_status,trajectory_offset_cm,trial_trigger_code,response_trigger_code,trigger_timestamp,participant_response,reaction_time_ms,accuracy,trial_interrupted,timestamp
theo,1,1,150,near_hit,MISS,slow,slow,slow-slow,repetition,31.02,0,0,0.0000,MISS,1183.18,1,0,2026-07-09T16:41:40.1435860+02:00
theo,1,1,151,near_hit,MISS,slow,fast,slow-fast,transition,41.71,0,0,0.0000,MISS,766.20,1,0,2026-07-09T16:41:53.2181422+02:00
theo,1,1,152,clear_hit,HIT,fast,fast,fast-fast,repetition,0.00,0,0,0.0000,HIT,1183.49,1,0,2026-07-09T16:41:59.0237464+02:00
theo,1,1,153,clear_miss,MISS,fast,fast,fast-fast,repetition,86.47,0,0,0.0000,MISS,710.02,1,0,2026-07-09T16:42:03.8690514+02:00
theo,1,1,154,clear_hit,HIT,fast,fast,fast-fast,repetition,-4.34,0,0,0.0000,MISS,9634.10,0,0,2026-07-09T16:42:18.7812461+02:00
theo,1,1,155,near_miss,MISS,fast,fast,fast-fast,repetition,48.07,0,0,0.0000,HIT,125.32,0,0,2026-07-09T16:42:18.9069458+02:00
theo,1,1,156,clear_miss,MISS,fast,fast,fast-fast,repetition,-67.49,0,0,0.0000,MISS,69929.51,1,0,2026-07-09T16:43:34.7450303+02:00
theo,1,1,157,near_hit,MISS,fast,slow,fast-slow,transition,-33.33,0,0,0.0000,MISS,264.75,1,0,2026-07-09T16:43:35.0103429+02:00
theo,1,1,158,near_miss,MISS,slow,slow,slow-slow,repetition,57.79,0,0,0.0000,MISS,51133.57,1,0,2026-07-09T16:44:39.4847723+02:00
theo,1,1,159,clear_hit,HIT,slow,slow,slow-slow,repetition,0.00,0,0,0.0000,HIT,195.29,1,0,2026-07-09T16:44:39.6802717+02:00
